,nuclei_area,DAPI_Y,DAPI_X,nuclei_eccentricity,slide_scene
NP011_scene001_cell1,230,5.269565217391304,8104.208695652174,0.8309348916515334,NP011_scene001
NP011_scene001_cell2,121,19.454545454545453,7560.876033057852,0.7658659809674478,NP011_scene001
NP011_scene001_cell3,156,104.29487179487178,7391.416666666668,0.8175987055970497,NP011_scene001
NP011_scene001_cell4,309,136.46278317152107,7413.834951456311,0.7360671962101996,NP011_scene001
NP011_scene001_cell5,241,155.33195020746888,7738.560165975104,0.7363304171050776,NP011_scene001
NP011_scene001_cell6,258,156.63178294573643,7415.798449612404,0.7663775558197885,NP011_scene001
NP011_scene001_cell7,728,159.73076923076925,8754.975274725275,0.6222208293068571,NP011_scene001
NP011_scene001_cell8,309,167.77669902912618,8589.563106796117,0.7535517459014729,NP011_scene001
NP011_scene001_cell9,411,171.98296836982968,7981.7372262773715,0.7952641513160991,NP011_scene001
NP011_scene001_cell10,185,176.37837837837841,7428.172972972972,0.8246281418549585,NP011_scene001
NP011_scene001_cell11,464,184.14870689655172,7817.021551724139,0.8254414637585038,NP011_scene001
NP011_scene001_cell12,262,192.09923664122138,7953.87786259542,0.7909906953412718,NP011_scene001
NP011_scene001_cell13,188,216.02659574468086,8026.537234042553,0.6056604430625548,NP011_scene001
NP011_scene001_cell14,497,234.4889336016097,7985.583501006036,0.7684823020754357,NP011_scene001
NP011_scene001_cell15,223,239.45291479820628,7398.600896860988,0.7362327755242576,NP011_scene001
NP011_scene001_cell16,219,241.57077625570773,7584.922374429224,0.7579028050655681,NP011_scene001
NP011_scene001_cell17,259,242.996138996139,8678.362934362935,0.9293063350315671,NP011_scene001
NP011_scene001_cell18,161,242.16149068322983,8697.596273291925,0.7342553431109922,NP011_scene001
NP011_scene001_cell19,263,255.5019011406844,7376.885931558935,0.8785019650149867,NP011_scene001
NP011_scene001_cell20,98,259.32653061224494,7994.193877551021,0.8522787981444195,NP011_scene001
NP011_scene001_cell21,258,291.82170542635663,7030.9108527131775,0.8869460720246236,NP011_scene001
NP011_scene001_cell22,210,296.36190476190484,7988.409523809524,0.8346260143441054,NP011_scene001
NP011_scene001_cell23,90,298.5888888888889,9333.788888888888,0.4378524495592579,NP011_scene001
NP011_scene001_cell24,279,306.921146953405,8953.093189964158,0.7006565953671084,NP011_scene001
NP011_scene001_cell25,129,314.1240310077519,6762.961240310077,0.37983076351374695,NP011_scene001
NP011_scene001_cell26,342,320.14912280701753,8989.622807017544,0.6518523219352671,NP011_scene001
NP011_scene001_cell27,69,321.5797101449276,8540.782608695652,0.7600647884590025,NP011_scene001
NP011_scene001_cell28,269,324.24907063197026,9004.654275092937,0.8006216843615835,NP011_scene001
NP011_scene001_cell29,299,338.4715719063545,6849.742474916388,0.899561754851654,NP011_scene001
NP011_scene001_cell30,130,345.27692307692314,7151.376923076923,0.8572528097923571,NP011_scene001
NP011_scene001_cell31,161,345.17391304347825,9049.32298136646,0.699386159766399,NP011_scene001
NP011_scene001_cell32,110,361.2090909090909,8191.263636363637,0.8704683921641558,NP011_scene001
NP011_scene001_cell33,364,372.44505494505495,7997.038461538462,0.9203025758366709,NP011_scene001
NP011_scene001_cell34,215,378.5627906976744,8013.279069767442,0.7630120749583842,NP011_scene001
NP011_scene001_cell35,501,378.6147704590818,7848.2954091816355,0.4756228838865802,NP011_scene001
NP011_scene001_cell36,310,378.2870967741936,9138.845161290323,0.8062469140056606,NP011_scene001
NP011_scene001_cell37,238,382.1386554621849,7186.306722689074,0.7527411673836312,NP011_scene001
NP011_scene001_cell38,275,392.77818181818185,8762.127272727274,0.6008527637271441,NP011_scene001
NP011_scene001_cell39,135,398.7555555555555,7438.859259259259,0.9476443501206528,NP011_scene001
NP011_scene001_cell40,285,398.5017543859649,7803.60350877193,0.790542041277129,NP011_scene001
NP011_scene001_cell41,401,399.09226932668327,7745.13216957606,0.9011285700595344,NP011_scene001
NP011_scene001_cell42,322,400.1614906832298,8782.080745341615,0.8283135898773278,NP011_scene001
NP011_scene001_cell43,264,405.6628787878788,6804.136363636364,0.8805783226558433,NP011_scene001
NP011_scene001_cell44,195,407.47692307692313,7204.805128205128,0.333390451889081,NP011_scene001
NP011_scene001_cell45,370,407.2162162162162,7837.432432432432,0.7355276589206795,NP011_scene001
NP011_scene001_cell46,322,413.388198757764,7691.829192546585,0.9120890792982708,NP011_scene001
NP011_scene001_cell47,152,413.09210526315786,9097.526315789471,0.6810603747477568,NP011_scene001
NP011_scene001_cell48,206,417.28155339805824,8803.378640776698,0.2547973119531863,NP011_scene001
NP011_scene001_cell49,156,421.39102564102564,7526.141025641025,0.8652956499153968,NP011_scene001
NP011_scene001_cell50,351,433.7236467236467,7788.945868945869,0.8231682062629659,NP011_scene001
NP011_scene001_cell51,186,436.9247311827957,6730.365591397849,0.7027782783878014,NP011_scene001
NP011_scene001_cell52,284,439.50352112676063,7830.697183098591,0.3280957437112433,NP011_scene001
NP011_scene001_cell53,254,451.31496062992125,7930.767716535434,0.7586604049289304,NP011_scene001
NP011_scene001_cell54,98,459.8571428571428,7195.3367346938785,0.8063256080584698,NP011_scene001
NP011_scene001_cell55,190,459.4210526315789,7363.56842105263,0.87386620260269,NP011_scene001
NP011_scene001_cell56,242,471.599173553719,7803.7148760330565,0.3874028455605181,NP011_scene001
NP011_scene001_cell57,226,474.9159292035398,7339.0,0.7201619945156894,NP011_scene001
NP011_scene001_cell58,381,473.97900262467186,8783.88188976378,0.965732087751229,NP011_scene001
NP011_scene001_cell59,286,483.52447552447546,7787.241258741258,0.9127829959157095,NP011_scene001
NP011_scene001_cell60,288,499.7569444444445,7846.909722222223,0.8716157174487444,NP011_scene001
NP011_scene001_cell61,156,503.0256410256411,7224.698717948719,0.8036122585826196,NP011_scene001
NP011_scene001_cell62,218,506.1834862385321,8887.059633027522,0.8096372060692749,NP011_scene001
NP011_scene001_cell63,141,528.1063829787233,7545.411347517729,0.8840658460520496,NP011_scene001
NP011_scene001_cell64,127,529.9606299212599,8873.401574803149,0.8039607057060508,NP011_scene001
NP011_scene001_cell65,180,531.5611111111111,7266.194444444444,0.6028067155822645,NP011_scene001
NP011_scene001_cell66,253,538.9762845849801,7223.664031620553,0.8330418996825609,NP011_scene001
NP011_scene001_cell67,105,549.6761904761905,7238.104761904762,0.3676392344673773,NP011_scene001
NP011_scene001_cell68,50,554.96,6861.16,0.6576169117759335,NP011_scene001
NP011_scene001_cell69,289,571.4186851211073,6843.083044982699,0.8531487749589851,NP011_scene001
NP011_scene001_cell70,629,574.0,8702.577106518282,0.7104687754335758,NP011_scene001
NP011_scene001_cell71,205,579.5170731707317,8961.326829268293,0.7529402689960076,NP011_scene001
NP011_scene001_cell72,102,581.0392156862745,7779.323529411765,0.5980500885323621,NP011_scene001
NP011_scene001_cell73,345,584.0753623188407,8937.28115942029,0.8336464423213057,NP011_scene001
NP011_scene001_cell74,206,585.5922330097088,8919.271844660194,0.7800571182497229,NP011_scene001
NP011_scene001_cell75,136,589.3970588235294,7787.573529411765,0.8705301838885328,NP011_scene001
NP011_scene001_cell76,321,604.4205607476637,8695.85046728972,0.7517449444947325,NP011_scene001
NP011_scene001_cell77,211,607.9336492890995,7574.502369668246,0.8529193047576834,NP011_scene001
NP011_scene001_cell78,290,607.4931034482759,7266.879310344828,0.8158046976029077,NP011_scene001
NP011_scene001_cell79,237,617.6582278481013,8925.413502109704,0.6878746538845857,NP011_scene001
NP011_scene001_cell80,127,620.4566929133857,9343.496062992126,0.8480992882987726,NP011_scene001
NP011_scene001_cell81,296,623.8412162162163,7317.587837837837,0.8569379133888979,NP011_scene001
NP011_scene001_cell82,179,624.0726256983239,7779.826815642458,0.8833709726426598,NP011_scene001
NP011_scene001_cell83,206,634.3106796116505,7727.1844660194165,0.7651994717413012,NP011_scene001
NP011_scene001_cell84,266,634.9323308270676,7819.98120300752,0.7286374722685705,NP011_scene001
NP011_scene001_cell85,157,637.8535031847134,9346.687898089172,0.9427974668251476,NP011_scene001
NP011_scene001_cell86,298,639.8859060402684,9126.771812080537,0.7855723239807286,NP011_scene001
NP011_scene001_cell87,227,642.4933920704847,7805.885462555066,0.499511858912974,NP011_scene001
NP011_scene001_cell88,356,652.0140449438203,7311.160112359549,0.4278883193972679,NP011_scene001
NP011_scene001_cell89,336,658.7589285714286,7750.764880952382,0.9573962198478904,NP011_scene001
NP011_scene001_cell90,172,659.4825581395347,7825.89534883721,0.8572997249452099,NP011_scene001
NP011_scene001_cell91,90,672.4333333333333,7719.2,0.8644466266317375,NP011_scene001
NP011_scene001_cell92,276,674.8188405797101,7795.036231884058,0.8264250673468425,NP011_scene001
NP011_scene001_cell93,408,681.4754901960785,7741.65931372549,0.9174876357799492,NP011_scene001
NP011_scene001_cell94,71,682.3802816901408,7528.591549295775,0.6756066153279093,NP011_scene001
NP011_scene001_cell95,219,684.0,7697.917808219178,0.8247762438860157,NP011_scene001
NP011_scene001_cell96,72,684.3333333333334,8887.222222222223,0.5939026466479661,NP011_scene001
NP011_scene001_cell97,90,689.5777777777777,7746.9333333333325,0.960909972272865,NP011_scene001
NP011_scene001_cell98,223,688.5695067264572,7003.09865470852,0.9324348940894184,NP011_scene001
NP011_scene001_cell99,115,692.0608695652174,7641.278260869565,0.7599980706587725,NP011_scene001
NP011_scene001_cell100,58,695.448275862069,7511.9655172413795,0.904343373100494,NP011_scene001
NP011_scene001_cell101,142,700.6830985915492,7327.859154929576,0.7475626349601118,NP011_scene001
NP011_scene001_cell102,407,701.0147420147422,7712.00737100737,0.925046593342164,NP011_scene001
NP011_scene001_cell103,262,705.3816793893129,7624.141221374045,0.6336612755547879,NP011_scene001
NP011_scene001_cell104,218,705.6697247706422,7759.119266055046,0.9316594910628574,NP011_scene001
NP011_scene001_cell105,343,713.9620991253644,7663.020408163266,0.9405611519797088,NP011_scene001
NP011_scene001_cell106,132,723.0909090909091,7412.689393939395,0.7608818821206123,NP011_scene001
NP011_scene001_cell107,104,729.6153846153846,8661.875,0.7852796622994871,NP011_scene001
NP011_scene001_cell108,205,739.0731707317073,7808.170731707317,0.8638449291428828,NP011_scene001
NP011_scene001_cell109,247,746.0607287449393,7470.473684210528,0.905765086162544,NP011_scene001
NP011_scene001_cell110,181,756.3977900552486,7883.4088397790065,0.8980145442751095,NP011_scene001
NP011_scene001_cell111,118,756.771186440678,7419.381355932203,0.8847488901423315,NP011_scene001
NP011_scene001_cell112,85,763.5058823529413,6551.164705882354,0.7914216690941791,NP011_scene001
NP011_scene001_cell113,152,766.7236842105265,7605.881578947368,0.9333235766188136,NP011_scene001
NP011_scene001_cell114,134,767.1343283582089,6669.656716417911,0.547405393766884,NP011_scene001
NP011_scene001_cell115,258,768.7790697674419,7818.686046511629,0.4571033066513284,NP011_scene001
NP011_scene001_cell116,291,772.1340206185569,7587.371134020617,0.9396735583784768,NP011_scene001
NP011_scene001_cell117,250,778.8,7402.8240000000005,0.4154581392649568,NP011_scene001
NP011_scene001_cell118,218,783.756880733945,7088.004587155963,0.9029507663677068,NP011_scene001
NP011_scene001_cell119,295,783.6372881355933,8907.698305084747,0.7836892808795515,NP011_scene001
NP011_scene001_cell120,100,797.15,7061.58,0.8450028630838364,NP011_scene001
NP011_scene001_cell121,284,808.8732394366198,7114.306338028169,0.638222308070298,NP011_scene001
NP011_scene001_cell122,225,813.8711111111112,7457.728888888889,0.7451524329908065,NP011_scene001
NP011_scene001_cell123,46,819.5869565217392,9263.195652173914,0.8215095728799962,NP011_scene001
NP011_scene001_cell124,198,821.3282828282828,7443.38888888889,0.6708520149211701,NP011_scene001
NP011_scene001_cell125,222,824.1576576576576,7423.756756756757,0.6527188802736021,NP011_scene001
NP011_scene001_cell126,510,829.4627450980392,7464.803921568628,0.8550062358928953,NP011_scene001
NP011_scene001_cell127,230,832.195652173913,8809.08695652174,0.8061871034728711,NP011_scene001
NP011_scene001_cell128,347,836.1988472622478,7522.011527377522,0.9542838488532632,NP011_scene001
NP011_scene001_cell129,340,838.7117647058824,7494.394117647059,0.8949836956484775,NP011_scene001
NP011_scene001_cell130,222,842.7612612612613,7554.801801801802,0.4818711269602464,NP011_scene001
NP011_scene001_cell131,379,847.0184696569922,7090.055408970977,0.843037426653428,NP011_scene001
NP011_scene001_cell132,222,848.4864864864865,7535.5990990990995,0.8662102042748077,NP011_scene001
NP011_scene001_cell133,219,848.3561643835617,6911.447488584475,0.8833807145330296,NP011_scene001
NP011_scene001_cell134,314,848.7324840764331,7472.471337579618,0.5353987985712876,NP011_scene001
NP011_scene001_cell135,265,852.9169811320753,7294.294339622642,0.7951165696447398,NP011_scene001
NP011_scene001_cell136,117,856.3418803418804,7565.931623931623,0.8677320027251649,NP011_scene001
NP011_scene001_cell137,173,875.9075144508672,7548.248554913293,0.4565180375477748,NP011_scene001
NP011_scene001_cell138,213,885.4788732394368,7336.258215962442,0.7716452860216739,NP011_scene001
NP011_scene001_cell139,192,888.734375,7580.994791666668,0.4972800594417508,NP011_scene001
NP011_scene001_cell140,184,894.4836956521739,7142.565217391304,0.4421987762066672,NP011_scene001
NP011_scene001_cell141,276,893.8079710144928,6836.014492753623,0.8842489873285436,NP011_scene001
NP011_scene001_cell142,56,907.625,7582.571428571428,0.4757391831285363,NP011_scene001
NP011_scene001_cell143,227,918.1189427312776,7026.682819383261,0.8531442827599295,NP011_scene001
NP011_scene001_cell144,163,918.963190184049,7102.895705521472,0.7940687342914146,NP011_scene001
NP011_scene001_cell145,239,928.9497907949792,7366.715481171548,0.7120825639905799,NP011_scene001
NP011_scene001_cell146,359,929.0111420612815,8651.65459610028,0.7482806405615261,NP011_scene001
NP011_scene001_cell147,133,929.3834586466164,7298.428571428572,0.9361695426433488,NP011_scene001
NP011_scene001_cell148,127,931.3070866141733,7524.7716535433065,0.7461161939799709,NP011_scene001
NP011_scene001_cell149,131,938.2061068702292,7100.79389312977,0.7701005233358371,NP011_scene001
NP011_scene001_cell150,514,940.2470817120624,7542.492217898833,0.8391205092513948,NP011_scene001
NP011_scene001_cell151,302,942.1324503311258,7216.321192052979,0.7780059068169851,NP011_scene001
NP011_scene001_cell152,335,949.4865671641792,7071.710447761194,0.95497890128719,NP011_scene001
NP011_scene001_cell153,52,949.25,7285.76923076923,0.9092773307415876,NP011_scene001
NP011_scene001_cell154,153,948.4052287581699,8663.97385620915,0.8436551442800213,NP011_scene001
NP011_scene001_cell155,136,953.0367647058824,7561.911764705883,0.7494065031574663,NP011_scene001
NP011_scene001_cell156,25,968.32,7560.32,0.7454365671709939,NP011_scene001
NP011_scene001_cell157,81,972.0864197530864,7542.506172839506,0.714454981039386,NP011_scene001
NP011_scene001_cell158,150,974.58,6861.013333333332,0.5871516640048332,NP011_scene001
NP011_scene001_cell159,131,977.0,7567.85496183206,0.8879386393809092,NP011_scene001
